business_id,phone_number,name,full_address,latitude,longitude,review_count,rating,timezone,website,place_id,place_link,price_level,city,is_claimed,verified,state,full_address_array,types,description,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours
"0x47e66e0142746b4b:0xc191da9af2fc6df7","0185560036","Musée National Picasso-Paris","Musée National Picasso-Paris, 5 Rue de Thorigny, 75003 Paris","48.859877499999996","2.362285","","4.4","Europe/Paris","https://www.museepicassoparis.fr/","ChIJS2t0QgFu5kcR92388prakcE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0142746b4b:0xc191da9af2fc6df7","","Paris","true","true","","5 Rue de Thorigny | 75003 Paris","Museum | Art museum | Tourist attraction","5,000 Picasso artworks & his archive | 17th-century building holding 5,000 artworks by Pablo Picasso, his own art collection & archive. |  | t | t","","","","","","",""
"0x47e66e1aa6c84435:0x772045ec563b1de2","0153018263","Musée des Arts et Métiers","Musée des Arts et Métiers, 60 Rue Réaumur, 75003 Paris","48.8660399","2.3556152","","4.6","Europe/Paris","https://www.arts-et-metiers.net/","ChIJNUTIphpu5kcR4h07VuxFIHc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1aa6c84435:0x772045ec563b1de2","","Paris","true","true","","60 Rue Réaumur | 75003 Paris","Museum | Art museum | Tourist attraction","Museum of technology, science & industry | Converted church with scientific & industrial artworks & artifacts, including Foucault's pendulum. |  | t | t","","","","","","",""
"0x47e66f8553e554db:0x9cc681758ed5787d","0973670127","Musée de l'Illusion Paris","Musée de l'Illusion Paris, 98 Rue St Denis, 75001 Paris","48.863303099999996","2.3500456","","4","Europe/Paris","http://museedelillusion.fr/","ChIJ21TlU4Vv5kcRfXjVjnWBxpw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f8553e554db:0x9cc681758ed5787d","","Paris","true","true","","98 Rue St Denis | 75001 Paris","Museum","Eye-tricking exhibits & installations | Interactive galleries using mirrors, tricks of perspective & optical effects to amuse & disorient. |  | t | t","","","","","","",""
"0x47e66e0486f0aca3:0x80d622889bbbb156","0153019240","Museum of Hunting and Nature","Museum of Hunting and Nature, 62 Rue des Archives, 75003 Paris","48.8614056","2.3587005","","4.5","Europe/Paris","http://www.chassenature.org/","ChIJo6zwhgRu5kcRVrG7m4gi1oA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0486f0aca3:0x80d622889bbbb156","","Paris","true","true","","62 Rue des Archives | 75003 Paris","Art museum | Museum | Tourist attraction","Museum dedicated to hunting & nature | Hunting & nature museum in 2 17th/18th-century mansions, housing artworks & various stuffed animals. |  | t | t","","","","","","",""
"0x47e66e03be63060f:0xc9184251727665f7","0140276096","Musée des Archives Nationales - Hôtel de Soubise","Musée des Archives Nationales - Hôtel de Soubise, 60 Rue des Francs Bourgeois, 75003 Paris","48.8604062","2.3577888","","4.5","Europe/Paris","https://www.archives-nationales.culture.gouv.fr/","ChIJDwZjvgNu5kcR92V2clFCGMk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e03be63060f:0xc9184251727665f7","","Paris","true","true","","60 Rue des Francs Bourgeois | 75003 Paris","Museum | Historical landmark | Monument | Tourist attraction","Story of the state archive & documents | Museum telling the story of the state archives & displaying significant documents, maps & images. |  | t | t","","","","","","",""
"0x47e66e022a6637f1:0x75a140856003f5c3","0140270721","Musée Cognacq-Jay","Musée Cognacq-Jay, 8 Rue Elzevir, 75003 Paris","48.8582019","2.3615056","","4.4","Europe/Paris","http://www.museecognacqjay.paris.fr/","ChIJ8TdmKgJu5kcRw_UDYIVAoXU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e022a6637f1:0x75a140856003f5c3","","Paris","true","true","","8 Rue Elzevir | 75003 Paris","Museum | Tourist attraction","World-class art & decorative treasures | Collection amassed by founders of La Samaritaine department store, including works by Canaletto. |  | t | t","","","","","","",""
"0x47e66e22e697ea71:0xcd3c7a2f80da50ad","0140795479","Gallery of Evolution","Gallery of Evolution, 36 Rue Geoffroy-Saint-Hilaire, 75005 Paris","48.841724","2.3560529999999997","","4.6","Europe/Paris","http://www.jardindesplantesdeparis.fr/fr/programme/galeries-jardins-zoo-bibliotheques/grande-galerie-levolution-2763","ChIJceqX5iJu5kcRrVDagC96PM0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e22e697ea71:0xcd3c7a2f80da50ad","","Paris","true","true","","36 Rue Geoffroy-Saint-Hilaire | 75005 Paris","Natural history museum | Museum of zoology | Science museum | Tourist attraction","Part of the Natural History Museum | More than 7000 preserved animal specimens displayed in a vast metal & glass 19th-century hall. |  | t | t","","","","","","",""
"0x47e671ffee3e8e41:0xa8588a7c755874d2","0142721016","Maison de Victor Hugo","Maison de Victor Hugo, 6 Pl. des Vosges, 75004 Paris","48.8548256","2.3661911","","4.5","Europe/Paris","http://www.maisonsvictorhugo.paris.fr/","ChIJQY4-7v9x5kcR0nRYdXyKWKg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671ffee3e8e41:0xa8588a7c755874d2","","Paris","true","true","","6 Pl. des Vosges | 75004 Paris","Museum | Local history museum | Tourist attraction","Museum in literary giant's former home | Victor Hugo's evocative apartment, decorated with original furniture, plus artifacts and sketches. |  | t | t","","","","","","",""
"0x47e671f12d404411:0x4743d62149f1c6e1","0140795601","National Museum of Natural History","National Museum of Natural History, 57 Rue Cuvier, 75005 Paris","48.8417009","2.3560168999999997","","4.5","Europe/Paris","https://www.mnhn.fr/","ChIJEURALfFx5kcR4cbxSSHWQ0c","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671f12d404411:0x4743d62149f1c6e1","","Paris","true","true","","57 Rue Cuvier | 75005 Paris","Natural history museum | Museum | Research institute","Science & nature exhibits since 1793 | Centuries-old institution housing rare plant & animal life, dinosaur skeletons & tropical hothouses. |  | t | t","","","","","","",""
"0x47e66e00f9521b7d:0xc8c16b75253918c1","0144595858","Carnavalet Museum","Carnavalet Museum, 23 Rue de Sévigné, 75003 Paris","48.8570669","2.3628579","","4.7","Europe/Paris","https://www.carnavalet.paris.fr/","ChIJfRtS-QBu5kcRwRg5JXVrwcg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e00f9521b7d:0xc8c16b75253918c1","","Paris","true","true","","23 Rue de Sévigné | 75003 Paris","Art museum | History museum","Exhibits tracing history of Paris | Museum in neighboring mansions with Paris art & history exhibits focused on 16th & 17th centuries. |  | t | t","","","","","","",""
